Collection_LocationId,COLLECTION_LOCATION_UUID,branchNumber,COLLECTION_TYPE,FRIENDLY_IDENTIFIER,OPERATION_TYPE
7872,f3d31c79-446d-4451-841a-2d7137c1f9ad,5330,COLLECT_FROM_LOCATION,SA,NONPOD
7259,d409f5cf-d330-48a8-a8ed-6b832ef1552e,5331,STORE_COLLECT,PA,POD
7167,af61ba5f-35da-40ee-952b-93f9d267c540,5332,COLLECT_FROM_LOCATION,VA,NONPOD
7161,02846216-1c2b-413a-af09-171bef422228,5333,STORE_COLLECT,CA,NONPOD
7273,1c4417bf-93dc-4907-a080-afc1df91dad8,5335,COLLECT_FROM_LOCATION,VA,NONPOD
7820,046d43e9-ac71-4e6f-9d50-55c5801a8ece,5336,COLLECT_FROM_LOCATION,SA,NONPOD
7753,1fe838c4-ced3-4113-92f7-9b6d23ca432f,5336,STORE_COLLECT,CA,NONPOD
7068,49f49c75-9235-45a6-9207-381c7c052934,5363,STORE_COLLECT,PA,POD
7409,84c46b2b-fef2-413d-bdc2-babadab1c57e,5363,COLLECT_FROM_LOCATION,SA,NONPOD
7272,d2b6d937-a925-42dc-9ca0-807b056619bf,5378,STORE_COLLECT,CA,POD
7019,16f40dd3-a56a-4922-ba50-9bddb3e0e169,5379,STORE_COLLECT,PA,POD
7419,9bfc89ae-6ef4-4ac1-9c11-f372fa3269f2,5379,COLLECT_FROM_LOCATION,SA,NONPOD
7741,a459f553-8b42-41c7-8ddf-db4dd512a1ac,5421,STORE_COLLECT,CA,NONPOD
7277,bf4231a8-3588-4a0c-88be-ddf8a13aba32,5438,STORE_COLLECT,PA,POD
7031,96ed7904-1d60-4d97-8f29-82f816fdbb42,5441,STORE_COLLECT,CA,NONPOD
7651,1bb534b0-6085-4eb4-9e5c-9984336ff43a,5447,STORE_COLLECT,CA,NONPOD
7743,cb90dbeb-9e8f-47ef-a220-6fb7f899d888,5456,STORE_COLLECT,CA,NONPOD
7793,fce070fb-4ec4-44c9-8135-7e27c4b7b45d,5456,COLLECT_FROM_LOCATION,SA,NONPOD
7323,9ffbb383-0d85-427d-8537-b5a33494cdb3,5458,STORE_COLLECT,PA,POD
7152,54fcd0e0-f498-47e4-b91a-80b1e6c15b55,5528,COLLECT_FROM_LOCATION,VA,NONPOD
7719,3391a68a-4c48-4e65-b4c8-ae985632803c,5566,STORE_COLLECT,CA,NONPOD
7144,9e4b85fe-168e-4531-8b4a-da1146d9b185,5567,STORE_COLLECT,CA,NONPOD
7121,dd269602-28c9-4e8d-97bf-e1c6c38839a6,5601,STORE_COLLECT,PA,NONPOD
7410,e3b782b0-9d6d-41e0-a251-b89ccf9217f4,5652,COLLECT_FROM_LOCATION,SA,NONPOD
7289,eb5fd4da-c69f-4e49-9432-079038f320c8,5652,STORE_COLLECT,PA,POD
7230,d0f0ac9b-6085-4317-a35d-4b1782c98f8d,5731,STORE_COLLECT,PA,POD
7220,1047bbc2-9b56-435b-bc32-9a78957d115e,5740,STORE_COLLECT,CA,POD
7733,9f90910d-29f9-4b6d-bc16-c93e5eba9512,5745,STORE_COLLECT,CA,NONPOD
7317,49efbd45-f02f-40a2-a310-4cf72a6c3273,5760,STORE_COLLECT,CA,NONPOD
7748,b15bbd8f-565d-422b-a03e-8c8a262b4e12,5762,STORE_COLLECT,CA,NONPOD
7030,8c1ee846-6f3d-427f-9adf-0537ab01d46b,5851,STORE_COLLECT,PA,POD
7281,c47b5103-97ad-4e36-a4e2-cebb356a69f1,5852,STORE_COLLECT,PA,POD
7704,35f0104a-06cd-4020-b624-859130d631d9,5930,STORE_COLLECT,CA,NONPOD
7784,b1a75bec-903e-4efa-80f0-70b5a39f05f3,5939,STORE_COLLECT,CA,NONPOD
7260,536180f1-0fee-475c-b33a-b8da8e36b1fd,5982,STORE_COLLECT,CA,NONPOD
7215,0f58b2dc-7ca8-4970-acf0-a076ed0cc516,5992,STORE_COLLECT,PA,POD
7460,7e4c287a-d859-43f1-b925-e8fd576cd278,5998,COLLECT_FROM_LOCATION,SB,NONPOD
8033,a43cfbb7-8e20-4243-8e6f-6e38e33ec233,5998,STORE_COLLECT,PA,POD
7354,f3fb559e-ffba-4469-8698-03e98da56055,5998,COLLECT_FROM_LOCATION,SA,NONPOD
8121,6a94fd05-75bf-47c6-bd4f-76d09f415c70,5999,COLLECT_FROM_LOCATION,VA,NONPOD
8122,7090bf26-e60c-4a41-b9ed-05934466a0f8,5999,COLLECT_FROM_LOCATION,SB,NONPOD
8120,76629147-0d23-463a-bc46-12e96885accd,5999,COLLECT_FROM_LOCATION,SA,NONPOD
7155,3687862f-03c1-4141-9711-555e65d87ddd,6002,STORE_COLLECT,PA,POD
7908,5dc78e45-9a65-4812-b642-137e069cf588,6017,COLLECT_FROM_LOCATION,SA,NONPOD
8096,6ff20db7-64fa-4359-b600-df6f0591891c,6017,COLLECT_FROM_LOCATION,SB,NONPOD
7677,2abab0ac-7468-4447-ac61-0b8c4f5d7690,6053,STORE_COLLECT,CA,NONPOD
7023,14f64112-7e21-4461-a1ba-46b90799b982,6056,STORE_COLLECT,PA,POD
7288,165b37a3-78e1-43e3-bb1d-c42d2fe90acd,6109,COLLECT_FROM_LOCATION,LA,NONPOD
7971,2952f154-5d24-4ad1-982b-c57200c75436,6109,COLLECT_FROM_LOCATION,SB,NONPOD
7370,3da1468e-e229-4957-96f2-af7c20f64f67,6109,COLLECT_FROM_LOCATION,SA,NONPOD
7418,40dc6744-d3a1-4082-accb-f859c51882bd,6109,COLLECT_FROM_LOCATION,LD,NONPOD
7371,5bc2578c-d84c-49b6-8f8f-9d59afd41fc2,6109,COLLECT_FROM_LOCATION,SC,NONPOD
8132,8f869132-2174-4506-8662-8c7527b5a232,6109,COLLECT_FROM_LOCATION,CA,POD
7298,96baf779-dd25-4288-ae4e-3a08a0837885,6109,COLLECT_FROM_LOCATION,LB,NONPOD
7428,bcc3320d-b6d0-4eb6-8d2b-60c1e82c2980,6109,COLLECT_FROM_LOCATION,LC,NONPOD
7457,d251a5bd-1938-4d42-8125-2853d6bb3a48,6109,COLLECT_FROM_LOCATION,LE,NONPOD
7713,dee69aab-20a3-4cb0-95b5-83dc1cfecde0,6109,STORE_COLLECT,PA,POD
7761,77b135a0-0542-4843-a278-3f38038252a4,6161,STORE_COLLECT,CA,NONPOD
7723,71a13b07-ce36-4a1a-9ff9-2d99a8419528,6181,STORE_COLLECT,CA,NONPOD
7688,a06d9e55-2012-4215-a121-2efecd99725b,6193,STORE_COLLECT,CA,NONPOD
7158,6d5e004b-3f9f-4995-aa90-800816bce425,6197,STORE_COLLECT,PA,POD
7292,d294ebb1-a213-4abd-94ab-0e8b0349cf45,6197,COLLECT_FROM_LOCATION,SA,NONPOD
7073,66772195-a432-4784-a09d-acdcf6240546,6225,STORE_COLLECT,CA,NONPOD
7249,74d3ee35-c1c4-49b9-958c-4ac76cfc96af,6264,STORE_COLLECT,PA,POD
7076,8a4c5abf-6a6d-4634-933a-0b6069226da3,6265,COLLECT_FROM_LOCATION,VA,NONPOD
7496,ecdac170-f38e-47ec-808e-9be302a6f699,6269,STORE_COLLECT,PA,POD
7242,d80b41a0-adeb-457f-a5bd-06f2e2234488,6270,STORE_COLLECT,PA,POD
7165,70ea0f37-08e9-4c4f-99bb-7c1f176c6bf0,6271,STORE_COLLECT,PA,POD
7745,9b0661ba-80d5-49f6-bdca-b8073df5a63b,6273,STORE_COLLECT,CA,NONPOD
7071,7c6bfe92-a997-4d97-9041-592e03a9c061,6329,STORE_COLLECT,CA,NONPOD
7478,584fc05e-6d3d-495f-86ac-a7cdcf6b912d,6401,STORE_COLLECT,PA,POD
7156,45ba99a4-5f09-48ee-bcfb-0325eaa67c63,6419,STORE_COLLECT,PA,POD
8135,67615da9-d7eb-47ea-9b43-111858da83a0,6440,COLLECT_FROM_LOCATION,SB,NONPOD
7568,89595c40-9737-44c3-a1d3-5de62b25dee9,6440,COLLECT_FROM_LOCATION,SA,NONPOD
7920,b2d1ce3a-f727-4a72-b23b-310575fcc7e6,6440,COLLECT_FROM_LOCATION,VA,NONPOD
7660,e6d9816f-974c-48e5-9905-711fae172692,6457,STORE_COLLECT,CA,NONPOD
7157,273c9abd-714d-4c6b-b291-fadad1a6139a,6459,STORE_COLLECT,PA,POD
7442,c755c2fe-0f33-4da8-b193-0ba516451f61,6459,COLLECT_FROM_LOCATION,SA,NONPOD
7985,2abbab68-eb62-48b6-8935-4a125cfda7d2,6460,STORE_COLLECT,CA,NONPOD
7296,211f0d10-ed16-403e-9930-391c3ca098cd,6467,COLLECT_FROM_LOCATION,VA,NONPOD
7739,d885b8fd-e3b4-469d-a822-fd8697b8bd3e,6471,STORE_COLLECT,CA,NONPOD
7367,9ba2d22f-7b51-49e1-baca-f2fb1d1172cb,6473,COLLECT_FROM_LOCATION,SA,NONPOD
7767,9ff576e2-0110-4978-bb67-0160a224e138,6473,STORE_COLLECT,CA,NONPOD
7160,97d67f5b-11ae-4674-b18a-180acdc7bd25,6504,STORE_COLLECT,PA,POD
7276,366815a4-996b-4d06-afa4-6c050e79d6ac,6505,COLLECT_FROM_LOCATION,VA,NONPOD
7425,877a1a8c-ef99-46e5-b3cc-3ecc1afe25d4,6506,STORE_COLLECT,PA,POD
7708,24bc25f1-b508-4daf-816e-f33b594d98e4,6553,STORE_COLLECT,CA,NONPOD
7649,2b546a56-5321-4a96-bb79-2534e6d6f57d,6646,STORE_COLLECT,CA,NONPOD
8131,5f480bde-3bb3-4591-8c7e-5d3ea5a6d80a,6647,COLLECT_FROM_LOCATION,CA,POD
7714,f1c8c2b1-93a0-4afa-8a43-957eb3d4af62,6647,STORE_COLLECT,CA,NONPOD
7725,abfdd6de-9cab-4384-a616-df87f540761b,6653,STORE_COLLECT,CA,NONPOD
7506,a42334b4-7924-47ec-9b72-ebdb5c50f624,6781,STORE_COLLECT,PA,POD
7421,76d3bea3-376a-4170-b807-3a2bc87e2209,6810,COLLECT_FROM_LOCATION,VA,NONPOD
7267,7c733bf3-653c-49fa-9a0a-e5a8dbf6b8e6,6814,STORE_COLLECT,PA,POD
7466,2f17cdf9-103d-47b4-9afe-44076b993e37,6915,STORE_COLLECT,PA,POD
7563,eca60d0f-1890-4919-a236-529848ffb675,6916,STORE_COLLECT,PA,POD
7474,4fbb907d-c2e5-46d5-bc2d-b32973361074,6919,STORE_COLLECT,PA,POD
7569,014337c5-5888-4265-a920-f97f9f951aa5,6997,STORE_COLLECT,CA,NONPOD
7356,81505c8d-43b3-47b8-8e63-8ee73cfeaec7,6997,COLLECT_FROM_LOCATION,SA,POD
8244,dff8b159-6149-4efc-b816-f68979d3342e,41030,STORE_COLLECT,CA,POD
8202,ebdca8d4-8398-4998-8838-5b4ed8622e78,41420,STORE_COLLECT,CA,POD
8205,149f6a63-f961-43c1-a640-11fb9d311bf9,41450,STORE_COLLECT,CA,POD
8207,84bf06c9-0992-424d-8323-2ba1aae6fdd9,41470,STORE_COLLECT,CA,POD
8217,84fdd8dd-4f65-4946-a235-0efddcd1b714,41570,STORE_COLLECT,CA,POD
8237,07a5859a-fa05-4e34-9a10-47cd67cd783f,41970,STORE_COLLECT,CA,POD
8145,a481ee51-cf9f-4dc1-be81-462350549a70,2525,STORE_COLLECT,CA,POD
7504,3ec4e967-83bd-43d5-a164-b389565420fa,3492,STORE_COLLECT,CA,POD
7556,4d900806-ae19-4954-9d5a-f2e4c1bf2dfc,3494,STORE_COLLECT,CA,POD
7537,b9a3198d-201f-430c-ac08-046ff7067bf0,3500,STORE_COLLECT,CA,POD
7494,cf1a2712-22c4-48a0-9270-423551304ffd,3506,STORE_COLLECT,CA,POD
7528,6514ab4b-294d-4e12-968c-31b5679da444,3507,STORE_COLLECT,CA,POD
7544,8124f8d2-562e-440d-8310-079200c54af8,3508,STORE_COLLECT,CA,POD
7518,056f112a-d4c7-4336-bb78-89660e8bc05e,3514,STORE_COLLECT,CA,POD
7571,d4bde4cd-3443-4110-bc59-5e020168bffe,3515,STORE_COLLECT,CA,POD
7519,725db318-2c00-488e-ad47-fd2cac3a881d,3519,STORE_COLLECT,CA,POD
7545,7adef526-50ac-4551-88f3-eb7991797250,3521,STORE_COLLECT,CA,POD
7527,995ba4e1-f8e2-4115-928e-dab9072ebeee,3543,STORE_COLLECT,CA,POD
7401,729409e8-e22f-4711-a202-e601b3363bf4,3548,STORE_COLLECT,CA,POD
7497,f62fee63-6423-48bd-8e3a-a6b5fdb48ab7,3549,STORE_COLLECT,CA,POD
7552,bfc6d1b8-be28-44f0-b7d5-50c5c8ad5e47,3552,STORE_COLLECT,CA,POD
7547,29a2b465-c02d-4121-bea6-a94739465dfd,3553,STORE_COLLECT,CA,POD
7521,de8998a9-999e-4126-b8c8-ce7bc695caee,3558,STORE_COLLECT,CA,POD
7525,11e7a6c6-01c9-40a4-8b21-ac9673bc2b06,3559,STORE_COLLECT,CA,POD
7554,428dc618-9042-48f5-bd86-ae9dcbb9f096,3560,STORE_COLLECT,CA,POD
7507,9c3a5513-37f7-4708-b6a6-234d5c9e5da7,3569,STORE_COLLECT,VA,POD
7548,7bcffeff-eb1f-4271-94dc-98e788bb57a8,3572,STORE_COLLECT,CA,POD
7531,addbaa5d-95c9-48b9-bdae-1678d23624b0,3595,STORE_COLLECT,CA,POD
7417,0b98c6ab-df16-4a6c-b536-e20dd572d2e6,3635,STORE_COLLECT,CA,POD
7530,45282afd-9730-41f9-983a-c809d98f0f76,3640,STORE_COLLECT,CA,POD
7490,7b07217c-f0b1-4341-bcc9-b7572aaaa6a3,3644,STORE_COLLECT,PA,POD
7564,88ffdb18-94be-4155-bbf3-09c50ecacbda,3665,STORE_COLLECT,SA,POD
7512,eae16a16-bc4b-4b5f-88b6-35329310bc7b,3665,STORE_COLLECT,CA,POD
7413,6b4d0388-d30c-4d34-a4c9-5e9f0b3570b2,3679,STORE_COLLECT,VA,POD
7526,6e28d153-531a-486d-b31f-66a902571026,3681,STORE_COLLECT,CA,POD
7416,355be61a-9718-4d95-9583-8533a6b44d8e,3682,STORE_COLLECT,CA,POD
7520,191f713a-dca8-4ec9-879e-9bb7029b5e3d,3683,STORE_COLLECT,CA,POD
7495,47dfb41b-d940-4dcb-a927-ca72fd23af84,3683,STORE_COLLECT,SA,POD
7557,d6a60b6c-881e-4d4d-8d1e-055945964c16,3686,STORE_COLLECT,CA,POD
7541,1659db22-8050-4f68-8833-3d6773bf8fec,3689,STORE_COLLECT,CA,POD
7535,b664cd51-cea8-40b8-8312-3ebe8ecb337d,3694,STORE_COLLECT,CA,POD
7412,1a9d165c-c9bc-4580-9682-e513860cec8e,3695,STORE_COLLECT,VA,POD
7508,871da7bc-b4c3-49b7-a7a8-7ef930960ba5,4449,STORE_COLLECT,CA,POD
7534,e8f22359-f9f9-43e8-946a-19ad4b623a8b,4578,STORE_COLLECT,CA,POD
7567,90304d50-b486-4677-97b7-2294fd7061a1,4654,STORE_COLLECT,CA,POD
7568,f04009d8-3e49-4686-9aed-5b546dc8785b,4655,STORE_COLLECT,CA,POD
7569,f4901f9e-5862-4ede-ac5c-7c7cf2e90c22,4656,STORE_COLLECT,CA,POD
7570,5c1ca389-a046-45ad-aada-f4b2bcdd6979,4657,STORE_COLLECT,CA,POD
7566,85266bd6-2fa6-481a-8fd8-68bc76a86889,4681,STORE_COLLECT,CA,POD
7510,99b101c1-6974-4156-92bc-4bc0d8b475fa,4899,STORE_COLLECT,VA,POD
7546,88985604-7c2b-4af5-92c9-74c9e6f8c151,5162,STORE_COLLECT,CA,POD
7516,7d1d5444-002a-43b2-9693-20e0ec1164ad,5237,STORE_COLLECT,CA,POD
7538,21c3ac67-75ce-4768-a97b-55134ff21ecc,5296,STORE_COLLECT,CA,POD
7502,20b2b9d4-3c44-4a4c-8ae4-2d7e9cefda05,5297,STORE_COLLECT,CA,POD
7536,02fab676-2b7b-43d6-bbc8-b512c21aabab,5298,STORE_COLLECT,CA,POD
7509,be9d9e90-7428-4b0d-a59d-43194b46c855,5428,STORE_COLLECT,CA,POD
7517,ca74be78-6ec1-4e63-8b9f-ed77c9d38161,5440,STORE_COLLECT,CA,POD
7522,93940424-2479-4543-80e8-099443bf8e25,5490,STORE_COLLECT,CA,POD
7550,efd2bd9b-d43c-418d-bcc3-b307ec845c79,5499,STORE_COLLECT,CA,POD
7529,c4d7c71e-2012-4cfa-a6a8-e36d7ba28e7d,5547,STORE_COLLECT,CA,POD
7414,5dee0668-8e84-4df2-9044-ea6fdbc91842,5548,STORE_COLLECT,VA,POD
7549,d9cfa5d6-e57e-4596-9446-706debc4a373,5572,STORE_COLLECT,CA,POD
7514,3a31b611-3039-41f1-a006-8423803eb0fd,5592,STORE_COLLECT,CA,POD
7533,4b9593bc-591c-4abe-b5db-92f32b111c08,5741,STORE_COLLECT,CA,POD
7523,45931992-3c51-4a7f-920d-5e0bcdcb6020,5742,STORE_COLLECT,CA,POD
7539,2a6cc656-2ba7-4df9-a004-be232bade0b3,5785,STORE_COLLECT,CA,POD
7491,db01fed2-8ef5-4f69-bd56-c2c833226d0f,5790,STORE_COLLECT,VA,POD
8133,bd4b03ab-3950-4b71-a9bd-285c02b0fdb1,5790,COLLECT_FROM_LOCATION,SA,POD
7415,b40f2539-2037-474b-a3fe-44dc371e4091,5794,STORE_COLLECT,VA,POD
7503,0acd4235-b2e2-4424-82b4-1a29ff00d103,5797,STORE_COLLECT,CA,POD
7505,75137c00-644f-4d70-9abd-f752dd40304a,6010,STORE_COLLECT,CA,POD
7515,7da00123-2124-4582-ba5b-5e5b606aa7be,6267,STORE_COLLECT,CA,POD
7551,7e0ce5df-e386-41e9-8419-901014a66c92,6268,STORE_COLLECT,CA,POD
7524,12c09fe0-9897-45b2-bb64-2905c1041294,6272,STORE_COLLECT,CA,POD
7492,252fe3b5-d112-4b7a-bd4b-c5c011e13a33,6274,STORE_COLLECT,VA,POD
7532,83f2f160-5796-45f7-971d-3de2963cc85d,6281,STORE_COLLECT,CA,POD
7513,c29df051-cca5-4bfc-b043-a0868ae8350a,6454,STORE_COLLECT,CA,POD
7542,8c22be32-bf17-4e8d-8677-987b1dfe2d76,6509,STORE_COLLECT,CA,POD
7540,2a7b480d-a2fa-4061-a130-c0cdeb532db3,6510,STORE_COLLECT,CA,POD
7405,a09fbc7c-89c4-454b-a0fd-566a5170633a,6868,STORE_COLLECT,VA,POD
7506,94a7c882-abda-43bb-b6d2-ffe03dd7e91d,6869,STORE_COLLECT,CA,POD
7511,4167af9e-608d-46dd-a16b-162bfb9fe0f4,6869,STORE_COLLECT,SA,POD
8111,82977508-0b38-4b52-9221-5969eb322404,21001,STORE_COLLECT,CA,POD
8102,1f9f36ea-09fc-480b-9926-ab2f4f8ddf77,21002,STORE_COLLECT,CA,POD
8103,c23af34f-0ada-41ce-9935-85621f4ff551,21003,STORE_COLLECT,CA,POD
8104,fdc5ee5f-e10a-478e-9ac0-84a24f80dc3a,21004,STORE_COLLECT,CA,POD
8105,66898b01-2aa9-40f2-b6e8-fd9b13354463,21005,STORE_COLLECT,CA,POD
8106,671aa564-ef55-4d38-8de6-c103ae151b5b,21006,STORE_COLLECT,CA,POD
8107,3b5dedfa-541e-4ec6-ad76-64e23491dc3f,21007,STORE_COLLECT,CA,POD
8108,975d9351-871f-46eb-9099-3ecb866ad6b9,21008,STORE_COLLECT,CA,POD
8109,284bb3b5-f0ba-4ea7-996b-4f79f1d48981,21009,STORE_COLLECT,CA,POD
8110,c1c6ad61-4d6d-403a-bf5e-eb5eab8d2d68,21010,STORE_COLLECT,CA,POD
8112,01f57cdc-5427-4e96-a8b3-02dbda315ad0,21012,STORE_COLLECT,CA,POD
8113,7ea06603-da7d-45c7-adef-1d932f94492a,21013,STORE_COLLECT,CA,POD
8116,6acafae8-cf33-4934-8ddd-27ddf8fc70da,21014,STORE_COLLECT,CA,POD
8114,cf104d12-68db-4f81-b8cb-21b69b65992d,21014,STORE_COLLECT,CA,POD
8115,9384520c-b72f-4bb9-9f1a-236048969c28,21015,STORE_COLLECT,CA,POD
8122,7dde6b84-7bfc-4407-aef7-d564120a551d,21016,STORE_COLLECT,CA,POD
8117,32b07502-879b-4ee7-b24e-40193e371186,21019,STORE_COLLECT,CA,POD
8118,70d761c3-582d-4abf-b7bd-20653d4d82e5,21022,STORE_COLLECT,CA,POD
8119,255d1c72-ec0c-49c1-bf88-42baa427e221,21023,STORE_COLLECT,CA,POD
8123,092f3d81-e02f-42c1-9909-8547e1c9cf4b,21031,STORE_COLLECT,CA,POD
8101,61ed9f8f-3946-48d7-96b2-3ba56101c411,21034,STORE_COLLECT,CA,POD
8120,76629147-0d23-463a-bc46-12e96885accd,21041,STORE_COLLECT,CA,POD
